Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Sleep_Hours_per_Night_Entier,Country
S5589,Ali,Brown,student4589@university.com,Male,20,Business,50.16268,5.486709441,57.02,59.86,A,11.972,No,Yes,None,Low,10,9,9,Australia
S5590,Emma,Williams,student4590@university.com,Female,20,CS,56.64696,5.535519126,60.34,60.78,C,12.156,No,Yes,PhD,Low,2,5,5,US
S5591,Ali,Williams,student4591@university.com,Female,18,Engineering,54.22014,4.93,54.45,64.09,B,12.818,No,Yes,PhD,Low,7,7.1,7,France
S5592,Emma,Johnson,student4592@university.com,Female,24,Business,65.51137,5.592288761,62.83,68.17,B,13.634,No,No,None,High,9,9,9,Japan
S5593,Liam,Johnson,student4593@university.com,Male,21,Mathematics,49.58884,4.631402183,47.02,55.16,D,11.032,No,Yes,,Low,8,8.7,9,Japan
S5594,John,Davis,student4594@university.com,Female,18,CS,69.3819,6.237892948,64.02,73.42,A,14.684,Yes,Yes,Bachelor's,High,10,5.1,5,US
S5595,Maria,Brown,student4595@university.com,Male,18,CS,63.46279,5.744663383,60.23,69.97,F,13.994,No,Yes,None,High,10,4.5,5,Canada
S5596,Maria,Jones,student4596@university.com,Male,24,CS,71.6625,6.474103586,72.14,81.25,A,16.25,Yes,Yes,,High,2,6.1,6,Australia
S5597,Ali,Johnson,student4597@university.com,Female,24,Business,81.7075,8.851184834,90.42,93.38,D,18.676,Yes,Yes,High School,High,4,7.8,8,Japan
S5598,Sara,Jones,student4598@university.com,Female,20,Business,58.85523,6.008333333,57.76,64.89,A,12.978,No,No,None,Low,1,7.9,8,US
S5599,Omar,Smith,student4599@university.com,Female,24,Engineering,76.31484,7.663032706,70.2,77.32,F,15.464,Yes,Yes,Master's,High,4,7,7,US
S5600,Ahmed,Johnson,student4600@university.com,Male,22,CS,56.57025,5.796280642,61.66,68.57,F,13.714,No,Yes,PhD,High,5,7.1,7,Japan
S5601,Ahmed,Johnson,student4601@university.com,Male,20,CS,44.62458,4.574318382,51.9,52.01,D,10.402,No,Yes,,Low,6,4.6,5,US
S5602,Ali,Brown,student4602@university.com,Female,24,CS,89.4111,8.917727718,87.24,91.05,A,18.21,Yes,Yes,,High,2,6.2,6,Australia
S5603,Liam,Davis,student4603@university.com,Female,23,Engineering,73.29387,6.831939799,76.91,81.71,B,16.342,Yes,Yes,High School,High,5,6.9,7,France
S5604,Emma,Jones,student4604@university.com,Male,20,CS,46.55219,3.857582756,46.82,50.11,C,10.022,No,Yes,Bachelor's,Low,5,7.4,7,France
S5605,Sara,Johnson,student4605@university.com,Male,20,CS,54.48256,5.504845815,54.53,62.48,F,12.496,No,Yes,,Low,4,4.5,5,Japan
S5606,John,Johnson,student4606@university.com,Female,18,Business,62.7011,5.933816863,57.32,65.45,A,13.09,No,Yes,,High,8,7.5,8,Australia
S5607,Emma,Brown,student4607@university.com,Male,21,CS,84.32998,8.45751634,90.14,90.58,B,18.116,Yes,Yes,High School,High,10,8.7,9,Australia
S5608,Emma,Brown,student4608@university.com,Male,18,Engineering,76.94696,7.031948882,81.63,88.04,B,17.608,Yes,Yes,Master's,High,7,7.9,8,Australia
S5609,Ali,Davis,student4609@university.com,Male,19,CS,61.15356,5.475294118,62.2,69.81,A,13.962,No,Yes,High School,High,2,7.1,7,Australia
S5610,Ali,Jones,student4610@university.com,Male,20,Business,57.34917,5.071866784,52.31,57.87,D,11.574,No,Yes,None,Low,8,4.5,5,Japan
S5611,Liam,Smith,student4611@university.com,Male,24,Engineering,57.8655,6.38121547,66.75,69.3,F,13.86,No,No,Bachelor's,High,8,8,8,France
S5612,Ahmed,Davis,student4612@university.com,Male,24,Mathematics,81.36849,8.154054054,85.85,90.51,B,18.102,Yes,Yes,None,High,5,7.3,7,Australia
S5613,Ali,Smith,student4613@university.com,Female,24,Engineering,63.97822,6.44937833,65.99,72.62,B,14.524,Yes,Yes,,High,7,6.7,7,Canada
S5614,Ali,Williams,student4614@university.com,Male,20,Mathematics,51.27101,4.641430948,47.33,55.79,A,11.158,No,Yes,None,Low,4,8,8,Japan
S5615,Ali,Johnson,student4615@university.com,Female,24,Business,50.52789,4.151079137,49.41,51.93,F,10.386,No,Yes,,Low,5,7.4,7,Japan
S5616,Liam,Jones,student4616@university.com,Female,19,Engineering,56.46949,5.974014337,58.54,66.67,F,13.334,No,Yes,Bachelor's,High,3,6.3,6,Japan
S5617,Ahmed,Davis,student4617@university.com,Male,20,Mathematics,48.11796,5.032427695,56.52,57.42,A,11.484,No,Yes,,Low,4,5.2,5,France
S5618,John,Johnson,student4618@university.com,Female,24,CS,75.99475,8.27014218,81.56,87.25,D,17.45,Yes,Yes,Bachelor's,High,4,6.5,7,France
S5619,John,Jones,student4619@university.com,Female,20,CS,63.74818,5.786425339,60.68,63.94,A,12.788,No,Yes,Master's,Low,7,4.8,5,Japan
S5620,Omar,Jones,student4620@university.com,Female,23,CS,82.98108,8.219789842,88.08,93.87,A,18.774,Yes,Yes,,High,10,4.3,4,Australia
S5621,Omar,Jones,student4621@university.com,Male,20,Engineering,78.36303,7.365209472,72,80.87,A,16.174,Yes,Yes,Bachelor's,High,10,5.2,5,Japan
S5622,Ali,Johnson,student4622@university.com,Female,19,Business,58.74024,6.919563059,67.12,69.68,A,13.936,No,Yes,High School,High,10,5.8,6,France
S5623,Omar,Davis,student4623@university.com,Male,18,Business,70.9205,7.899901865,78.92,80.5,F,16.1,Yes,Yes,Bachelor's,High,1,7.2,7,Australia
S5624,Ahmed,Brown,student4624@university.com,Female,20,CS,58.15448,5.941284404,57.84,64.76,B,12.952,No,Yes,PhD,Low,7,6.5,7,Japan
S5625,Liam,Johnson,student4625@university.com,Female,21,Engineering,46.85447,4.65497553,50.65,57.07,D,11.414,No,Yes,Master's,Low,5,7.7,8,US
S5626,John,Jones,student4626@university.com,Female,19,CS,94.08518,8.760927743,94.36,98.21,C,19.642,Yes,Yes,Master's,High,8,7.7,8,Canada
S5627,Emma,Davis,student4627@university.com,Female,22,Engineering,66.12336,6.497090607,69.47,78.16,A,15.632,Yes,Yes,Bachelor's,High,8,7.5,8,US
S5628,John,Williams,student4628@university.com,Male,23,CS,46.23966,4.616865261,45.3,50.37,F,10.074,No,Yes,High School,Low,6,6.7,7,France
S5629,John,Smith,student4629@university.com,Female,19,Mathematics,62.70264,5.083010085,57.65,65.52,B,13.104,No,Yes,Bachelor's,High,3,7.3,7,Japan
S5630,Ahmed,Jones,student4630@university.com,Female,18,CS,52.182,5.418691589,50.58,57.98,A,11.596,No,Yes,PhD,Low,2,8.9,9,Japan
S5631,Omar,Williams,student4631@university.com,Male,24,CS,59.19831,5.499125874,53.93,62.91,C,12.582,No,No,PhD,Low,9,7.5,8,Canada
S5632,Emma,Brown,student4632@university.com,Male,24,Business,47.19426,4.878927911,47.61,52.79,C,10.558,No,No,None,Low,8,7.7,8,Australia
S5633,Ahmed,Jones,student4633@university.com,Male,19,Engineering,61.68975,5.582959641,61.6,62.25,B,12.45,No,Yes,,Low,10,5.5,6,Australia
S5634,Ali,Williams,student4634@university.com,Female,22,CS,70.5177,7.433745583,74.46,84.15,A,16.83,Yes,Yes,Master's,High,5,6.4,6,France
S5635,Liam,Jones,student4635@university.com,Male,24,Engineering,80.56155,7.636744966,83.71,91.03,C,18.206,Yes,Yes,PhD,High,10,6.2,6,US
S5636,Maria,Johnson,student4636@university.com,Male,23,CS,58.00557,5.198302469,61.96,67.37,B,13.474,No,Yes,PhD,High,3,5.8,6,France
S5637,John,Davis,student4637@university.com,Male,21,Mathematics,63.48408,6.533905579,74.27,76.12,D,15.224,Yes,Yes,High School,High,7,6.3,6,Japan
S5638,Maria,Williams,student4638@university.com,Male,22,Engineering,44.38068,4.308519438,49.36,52.09,F,10.418,No,Yes,Bachelor's,Low,2,7,7,France
S5639,Liam,Davis,student4639@university.com,Male,19,CS,44.06832,4.830823738,51.3,54.54,B,10.908,No,No,,Low,5,7.1,7,Canada
S5640,Liam,Johnson,student4640@university.com,Male,22,Engineering,74.6512,6.163621922,73.34,77.6,C,15.52,Yes,Yes,PhD,High,4,8.2,8,Japan
S5641,Ahmed,Johnson,student4641@university.com,Female,24,CS,80.52625,9.084896347,88.01,92.03,A,18.406,Yes,Yes,None,High,5,7.3,7,Canada
S5642,Ahmed,Davis,student4642@university.com,Male,24,Business,50.1024,4.848484848,45.45,54.4,A,10.88,No,Yes,Master's,Low,10,8.3,8,Australia
S5643,Ahmed,Williams,student4643@university.com,Female,19,Mathematics,64.19165,5.761982128,65.57,70.93,A,14.186,Yes,Yes,None,High,5,7.3,7,Canada
S5644,Maria,Davis,student4644@university.com,Male,24,Business,93.88956,7.745283019,97.24,98.52,A,19.704,Yes,Yes,PhD,High,1,5.8,6,France
S5645,Ahmed,Davis,student4645@university.com,Male,24,CS,74.7684,6.994368463,82.23,86.94,F,17.388,Yes,Yes,Bachelor's,High,10,7.2,7,Australia
S5646,Liam,Smith,student4646@university.com,Male,21,CS,48.98184,4.71496063,54.62,59.88,F,11.976,No,Yes,PhD,Low,8,7.6,8,Australia
S5647,Ali,Williams,student4647@university.com,Female,21,CS,56.8701,5.310743802,60.53,64.26,A,12.852,No,Yes,,Low,2,7.4,7,Canada
S5648,Ahmed,Smith,student4648@university.com,Male,18,Engineering,81.9134,8.360515021,96.03,97.4,F,19.48,Yes,No,,High,9,8.2,8,Japan
S5649,Sara,Jones,student4649@university.com,Male,21,Engineering,49.02315,4.931340872,54.81,61.05,A,12.21,No,Yes,,Low,4,8.5,9,Japan
S5650,Omar,Davis,student4650@university.com,Male,20,Engineering,67.22265,6.019214703,63.82,72.05,D,14.41,Yes,No,Bachelor's,High,8,5.7,6,Canada
S5651,Maria,Jones,student4651@university.com,Male,22,Mathematics,58.15524,5.971806167,66.32,67.78,B,13.556,No,Yes,None,High,10,4.4,4,Japan
S5652,Sara,Williams,student4652@university.com,Female,22,CS,72.9355,7.075023742,66.46,74.5,A,14.9,Yes,Yes,,High,3,7.3,7,Japan
S5653,Ahmed,Davis,student4653@university.com,Female,19,CS,53.97759,5.560251799,53.18,61.83,D,12.366,No,Yes,None,Low,5,4.6,5,Australia
S5654,Liam,Jones,student4654@university.com,Female,21,CS,77.33034,6.815359477,77.98,83.42,A,16.684,Yes,Yes,Master's,High,1,8.4,8,Japan
S5655,Ali,Brown,student4655@university.com,Female,18,CS,58.27312,5.289631534,54.74,61.73,B,12.346,No,Yes,Bachelor's,Low,6,8.1,8,Japan
S5656,John,Johnson,student4656@university.com,Female,24,CS,68.97471,6.31284476,73.54,80.11,D,16.022,Yes,Yes,PhD,High,8,7.6,8,US
S5657,Emma,Davis,student4657@university.com,Male,18,Engineering,65.71752,5.366798419,64.48,67.89,F,13.578,No,Yes,Master's,High,4,8.6,9,Canada
S5658,Omar,Johnson,student4658@university.com,Male,18,CS,52.74651,5.999041227,60.37,62.57,A,12.514,No,Yes,None,Low,1,8.4,8,France
S5659,Emma,Smith,student4659@university.com,Male,23,CS,81.78375,8.048433048,78.38,84.75,B,16.95,Yes,Yes,None,High,10,8.6,9,France
S5660,Ahmed,Jones,student4660@university.com,Female,24,Business,80.27842,7.8608,95.79,98.26,D,19.652,Yes,Yes,,High,10,7.7,8,France
S5661,Omar,Smith,student4661@university.com,Male,20,CS,77.20622,7.562297735,88.94,93.47,F,18.694,Yes,Yes,PhD,High,8,5.8,6,Japan
S5662,Omar,Davis,student4662@university.com,Female,21,Engineering,49.50374,4.66838488,49.38,54.34,A,10.868,No,Yes,,Low,6,4.2,4,Japan
S5663,Ali,Johnson,student4663@university.com,Male,24,CS,69.52032,6.992307692,70.79,72.72,D,14.544,Yes,Yes,High School,High,10,4.3,4,Australia
S5664,Omar,Johnson,student4664@university.com,Female,18,Engineering,79.82508,8.457085828,75.7,84.74,A,16.948,Yes,Yes,Master's,High,8,8,8,Canada
S5665,Maria,Jones,student4665@university.com,Male,24,Mathematics,71.8796,6.963458111,68.32,78.13,C,15.626,Yes,Yes,High School,High,2,5,5,US
S5666,Sara,Davis,student4666@university.com,Male,20,CS,80.53656,8.388726919,81.02,86.32,A,17.264,Yes,Yes,PhD,High,6,5.6,6,Canada
S5667,Sara,Brown,student4667@university.com,Male,22,Engineering,86.21748,7.964516129,89.36,98.76,D,19.752,Yes,Yes,Bachelor's,High,2,6.9,7,Australia
S5668,Sara,Brown,student4668@university.com,Male,19,Business,61.47276,5.780361757,60.18,67.11,D,13.422,No,Yes,Master's,High,6,4.7,5,Japan
S5669,Maria,Jones,student4669@university.com,Female,21,Engineering,87.30044,7.746281715,88.03,88.54,B,17.708,Yes,Yes,High School,High,6,8.9,9,Japan
S5670,Emma,Davis,student4670@university.com,Male,21,CS,52.9496,4.71958585,47.91,54.7,D,10.94,No,Yes,None,Low,10,8.1,8,Japan
S5671,Ali,Jones,student4671@university.com,Male,23,CS,80.02744,8.553522415,90.72,93.49,F,18.698,Yes,Yes,Master's,High,7,6.9,7,US
S5672,Omar,Davis,student4672@university.com,Male,22,Engineering,74.15928,8.302521008,85.99,88.92,B,17.784,Yes,Yes,Bachelor's,High,1,8.5,9,Australia
S5673,Maria,Smith,student4673@university.com,Female,21,Business,72.7038,6.863718412,74.73,76.05,F,15.21,Yes,Yes,,High,1,6.5,7,US
S5674,Sara,Jones,student4674@university.com,Male,23,CS,81.5808,7.619246862,85.49,91.05,B,18.21,Yes,Yes,PhD,High,1,8.5,9,Japan
S5675,Ahmed,Davis,student4675@university.com,Male,23,CS,67.41397,6.603011094,79.69,83.33,C,16.666,Yes,No,,High,5,8.1,8,Australia
S5676,John,Brown,student4676@university.com,Male,23,CS,68.14158,6.253827558,76.82,77.61,A,15.522,Yes,Yes,None,High,1,4.1,4,Japan
S5677,Omar,Davis,student4677@university.com,Male,21,CS,87.2781,8.128654971,87.99,97.3,C,19.46,Yes,Yes,Bachelor's,High,3,8,8,France
S5678,Maria,Davis,student4678@university.com,Male,21,CS,50.63296,4.658697444,54.17,56.51,C,11.302,No,Yes,PhD,Low,1,7.9,8,Japan
S5679,Liam,Jones,student4679@university.com,Female,21,CS,95.4647,8.215169002,97.72,99.65,F,19.93,Yes,Yes,High School,High,7,5.6,6,Canada
S5680,Maria,Smith,student4680@university.com,Female,20,CS,50.56272,4.758450124,51.09,57.72,A,11.544,No,Yes,PhD,Low,8,6.5,7,Australia
S5681,Ali,Smith,student4681@university.com,Female,23,CS,66.38697,6.833795014,70.01,74.01,A,14.802,Yes,Yes,None,High,4,4.7,5,Canada
S5682,Ali,Smith,student4682@university.com,Male,20,Mathematics,49.62542,4.754440154,60.36,61.57,B,12.314,No,Yes,None,Low,9,7.3,7,France
S5683,Maria,Smith,student4683@university.com,Female,19,CS,56.0316,5.856353591,57.45,63.6,B,12.72,No,Yes,High School,Low,8,7.4,7,US
S5684,Sara,Williams,student4684@university.com,Male,21,CS,66.57744,6.660408163,76.06,81.59,A,16.318,Yes,Yes,Master's,High,7,8.9,9,Australia
S5685,John,Jones,student4685@university.com,Male,24,CS,50.39476,4.759889604,46.76,51.74,D,10.348,No,Yes,,Low,9,7.6,8,Australia
S5686,Omar,Johnson,student4686@university.com,Male,22,Mathematics,95.5844,8.033112583,94.75,97.04,A,19.408,Yes,Yes,None,High,10,6.2,6,Australia
S5687,Ali,Jones,student4687@university.com,Male,18,Business,53.93514,4.963537626,57.15,63.98,A,12.796,No,Yes,Bachelor's,Low,3,4.9,5,Japan
S5688,Omar,Williams,student4688@university.com,Female,19,Business,52.55838,5.941176471,59.71,63.63,A,12.726,No,Yes,High School,Low,2,7.9,8,Japan
S5689,Sara,Smith,student4689@university.com,Female,24,CS,92.90046,7.977739726,90.26,93.18,C,18.636,Yes,Yes,High School,High,10,5.8,6,Japan
S5690,Omar,Williams,student4690@university.com,Female,18,Business,75.35696,7.139158576,81.18,88.24,C,17.648,Yes,Yes,Master's,High,5,8.7,9,Australia
S5691,Ahmed,Brown,student4691@university.com,Male,18,Engineering,79.57768,7.953377735,80.31,83.59,C,16.718,Yes,Yes,None,High,10,5.4,5,Japan
S5692,Ali,Brown,student4692@university.com,Female,21,CS,51.8746,4.76475478,48.37,57.32,F,11.464,No,Yes,,Low,9,5,5,Japan
S5693,Sara,Jones,student4693@university.com,Female,22,Engineering,76.88912,8.200185357,79.27,88.48,A,17.696,Yes,Yes,PhD,High,2,7.1,7,Japan
S5694,Sara,Jones,student4694@university.com,Male,18,Business,59.535,6.151898734,66.91,68.04,A,13.608,No,Yes,Bachelor's,High,2,8.6,9,Australia
S5695,John,Johnson,student4695@university.com,Female,23,Business,86.82999,8.752414399,99.32,99.69,D,19.938,Yes,Yes,Bachelor's,High,5,4.7,5,Canada
S5696,John,Johnson,student4696@university.com,Male,24,Business,73.5328,7.935422602,81.2,83.56,A,16.712,Yes,Yes,PhD,High,9,4.2,4,Japan
S5697,Ahmed,Brown,student4697@university.com,Female,18,Mathematics,79.94909,8.269369369,86.65,91.79,C,18.358,Yes,Yes,Bachelor's,High,9,8.8,9,Japan
S5698,Sara,Smith,student4698@university.com,Female,19,CS,79.49473,7.428449015,81.63,86.69,F,17.338,Yes,Yes,PhD,High,10,4.7,5,US
S5699,Emma,Williams,student4699@university.com,Female,22,Engineering,76.99986,6.311163895,70.72,79.71,D,15.942,Yes,Yes,Bachelor's,High,4,7,7,US
S5700,Sara,Johnson,student4700@university.com,Male,22,CS,77.83874,8.530815109,83.28,85.82,A,17.164,Yes,Yes,High School,High,9,5,5,Japan
S5701,John,Davis,student4701@university.com,Female,18,Business,66.45184,7.280765725,73.65,79.87,A,15.974,Yes,Yes,Master's,High,1,4.8,5,Japan
S5702,Emma,Johnson,student4702@university.com,Female,22,CS,51.29856,4.709677419,48.02,52.56,A,10.512,No,Yes,None,Low,9,4.8,5,Canada
S5703,Ali,Smith,student4703@university.com,Female,19,Business,62.36856,5.620718463,60.89,67.28,F,13.456,No,No,None,High,7,7.5,8,Japan
S5704,Ali,Smith,student4704@university.com,Female,24,CS,55.74954,6.347155256,64.13,65.82,F,13.164,No,Yes,None,High,9,7.8,8,Japan
S5705,Omar,Jones,student4705@university.com,Male,19,CS,70.4454,6.990212072,81.58,85.7,A,17.14,Yes,Yes,None,High,10,4.6,5,Australia
S5706,Maria,Williams,student4706@university.com,Male,19,CS,68.09184,7.049194991,73.98,78.81,F,15.762,Yes,Yes,,High,5,4.7,5,US
S5707,John,Smith,student4707@university.com,Female,23,CS,78.58752,7.567669173,76.24,80.52,C,16.104,Yes,Yes,PhD,High,6,8.7,9,France
S5708,Maria,Johnson,student4708@university.com,Female,21,Business,84.7773,8.647003745,82.46,92.35,C,18.47,Yes,Yes,High School,High,1,6.9,7,Canada
S5709,Emma,Johnson,student4709@university.com,Female,18,CS,62.77021,6.425442291,75.02,76.27,A,15.254,Yes,Yes,Master's,High,2,7.9,8,Japan
S5710,John,Brown,student4710@university.com,Male,24,Engineering,58.83906,5.567641682,55.15,60.91,F,12.182,No,Yes,None,Low,1,4.4,4,France
S5711,Ahmed,Smith,student4711@university.com,Female,22,CS,41.71088,4.337617823,49.77,50.62,D,10.124,No,Yes,Bachelor's,Low,1,4.3,4,France
S5712,Sara,Davis,student4712@university.com,Female,19,CS,47.07164,5.071741032,51.06,57.97,F,11.594,No,Yes,Bachelor's,Low,7,6,6,Australia
S5713,Ahmed,Jones,student4713@university.com,Male,18,CS,41.7393,4.532102023,49.4,51.53,F,10.306,No,Yes,,Low,3,6.8,7,Australia
S5714,Emma,Williams,student4714@university.com,Male,24,CS,51.39735,6.142005958,60.27,61.85,C,12.37,No,Yes,,Low,1,5.9,6,US
S5715,John,Davis,student4715@university.com,Male,24,Business,66.46275,6.457345972,75.81,81.75,A,16.35,Yes,Yes,None,High,1,7.6,8,Australia
S5716,Liam,Jones,student4716@university.com,Female,18,Engineering,46.11357,5.431132075,50.87,57.57,A,11.514,No,Yes,High School,Low,7,7.3,7,Japan
S5717,Emma,Johnson,student4717@university.com,Male,21,CS,46.4178,4.869486949,47.69,54.1,A,10.82,No,Yes,Bachelor's,Low,5,6.2,6,Japan
S5718,Liam,Davis,student4718@university.com,Male,23,Engineering,80.21156,9.539206196,94.37,98.54,F,19.708,Yes,Yes,Bachelor's,High,1,4.4,4,Japan
S5719,Sara,Jones,student4719@university.com,Female,22,CS,88.4671,8.883451957,97.66,99.85,D,19.97,Yes,Yes,PhD,High,8,7,7,France
S5720,Ali,Johnson,student4720@university.com,Male,23,CS,79.31265,7.923523717,78.63,81.85,A,16.37,Yes,Yes,,High,6,5.2,5,Japan
S5721,Ali,Johnson,student4721@university.com,Female,24,Engineering,52.54764,4.584780811,48.22,55.43,B,11.086,No,Yes,None,Low,5,5.9,6,France
S5722,Emma,Johnson,student4722@university.com,Female,22,CS,87.07248,7.552238806,82.86,91.08,A,18.216,Yes,Yes,None,High,6,4.1,4,Canada
S5723,Maria,Johnson,student4723@university.com,Male,24,Engineering,67.57088,5.92,67.39,76.96,D,15.392,Yes,Yes,Bachelor's,High,8,6.6,7,Japan
S5724,John,Johnson,student4724@university.com,Female,19,Engineering,56.5587,5.45202952,52.71,59.1,A,11.82,No,Yes,PhD,Low,9,7.5,8,Japan
S5725,John,Brown,student4725@university.com,Male,19,Business,68.85372,7.227522936,72.98,78.78,C,15.756,Yes,Yes,Master's,High,9,6.9,7,Japan
S5726,Ali,Davis,student4726@university.com,Male,18,Mathematics,45.99345,4.295041322,46.02,51.97,B,10.394,No,Yes,Bachelor's,Low,3,7.8,8,France
S5727,Omar,Jones,student4727@university.com,Male,22,CS,86.19388,7.959644875,93.29,98.62,A,19.724,Yes,Yes,Master's,High,1,9,9,Canada
S5728,Ahmed,Brown,student4728@university.com,Female,22,CS,89.1088,7.803418803,85.95,91.3,B,18.26,Yes,Yes,Bachelor's,High,10,7.2,7,France
S5729,Omar,Brown,student4729@university.com,Male,24,CS,62.15744,5.342372881,56.27,63.04,B,12.608,No,No,,Low,6,5.1,5,Canada
S5730,Sara,Smith,student4730@university.com,Female,23,CS,69.60195,5.982293423,67.06,70.95,F,14.19,Yes,Yes,None,High,7,6.9,7,Australia
S5731,Ahmed,Smith,student4731@university.com,Female,19,Business,63.41184,6.618595825,61.18,69.76,B,13.952,No,Yes,None,High,6,5.2,5,Australia
S5732,Ahmed,Smith,student4732@university.com,Female,20,Business,83.48379,8.747180451,84.58,93.07,D,18.614,Yes,Yes,Master's,High,5,5.7,6,Canada
S5733,Emma,Williams,student4733@university.com,Male,18,Engineering,66.44313,5.333070866,65.57,67.73,A,13.546,No,No,,High,10,5.8,6,Canada
S5734,Ali,Smith,student4734@university.com,Female,22,Engineering,47.8936,4.459574468,42.48,52.4,D,10.48,No,Yes,None,Low,5,6.6,7,US
S5735,Omar,Jones,student4735@university.com,Female,21,CS,57.51131,4.671538462,52.34,60.73,A,12.146,No,Yes,,Low,10,6.6,7,Japan
S5736,Omar,Brown,student4736@university.com,Male,21,Engineering,49.65726,5.794089609,53.37,60.78,B,12.156,No,Yes,PhD,Low,3,7.3,7,Australia
S5737,Ali,Jones,student4737@university.com,Male,20,Business,91.90478,7.496923077,88.61,97.46,F,19.492,Yes,Yes,Master's,High,4,6.2,6,Japan
S5738,Omar,Davis,student4738@university.com,Female,19,Engineering,79.5574,8.729582577,93.04,96.2,A,19.24,Yes,Yes,High School,High,10,4.9,5,US
S5739,Liam,Smith,student4739@university.com,Female,19,CS,57.68161,5.853285329,64.06,65.03,C,13.006,No,Yes,PhD,High,3,6.5,7,Japan
S5740,Ali,Williams,student4740@university.com,Male,19,Engineering,43.77222,4.853823814,49.52,50.14,A,10.028,No,Yes,None,Low,9,8,8,France
S5741,Emma,Davis,student4741@university.com,Female,23,CS,75.77415,6.273779983,68.09,75.85,B,15.17,Yes,Yes,Bachelor's,High,3,7.5,8,Japan
S5742,Maria,Williams,student4742@university.com,Female,24,Engineering,86.35546,6.912307692,86.94,89.86,A,17.972,Yes,Yes,Bachelor's,High,5,4.6,5,Japan
S5743,Ahmed,Davis,student4743@university.com,Female,21,Engineering,54.99381,5.928037383,59.64,63.43,F,12.686,No,Yes,None,Low,6,8.7,9,France
S5744,Emma,Brown,student4744@university.com,Female,19,CS,64.6111,6.637453875,62.25,71.95,C,14.39,Yes,Yes,High School,High,8,5.5,6,Japan
S5745,John,Jones,student4745@university.com,Male,21,Business,58.58136,5.112467306,50.09,58.64,F,11.728,No,Yes,Master's,Low,10,6.9,7,US
S5746,Sara,Johnson,student4746@university.com,Female,20,Business,53.7597,6.387872955,63.61,66.37,A,13.274,No,Yes,None,High,6,4.2,4,Japan
S5747,Maria,Jones,student4747@university.com,Male,18,CS,85.12592,7.172920065,85.47,87.94,D,17.588,Yes,Yes,Bachelor's,High,6,8.5,9,France
S5748,John,Smith,student4748@university.com,Female,24,Mathematics,57.41364,5.782186235,63.77,71.41,D,14.282,Yes,Yes,,High,6,7.4,7,Japan
S5749,Ahmed,Johnson,student4749@university.com,Male,23,Engineering,70.40628,6.375330396,71.47,72.36,A,14.472,Yes,Yes,High School,High,1,5.4,5,Japan
S5750,Omar,Williams,student4750@university.com,Female,22,Business,80.532,7.787641427,87.77,89.48,D,17.896,Yes,Yes,,High,10,7.4,7,Japan
S5751,Ali,Brown,student4751@university.com,Male,20,Business,78.1009,8.102022059,85.18,88.15,A,17.63,Yes,Yes,Bachelor's,High,6,5.5,6,Canada
S5752,Ahmed,Brown,student4752@university.com,Female,24,Engineering,57.63856,5.175239756,52.29,59.36,F,11.872,No,Yes,,Low,1,5.3,5,Australia
S5753,Emma,Williams,student4753@university.com,Male,21,Business,63.3302,5.847933884,64.94,70.76,B,14.152,Yes,Yes,None,High,2,6.2,6,France
S5754,Sara,Smith,student4754@university.com,Female,20,CS,82.08672,7.533822331,83.39,92.44,A,18.488,Yes,Yes,High School,High,8,7,7,Canada
S5755,Emma,Williams,student4755@university.com,Female,22,CS,60.23868,6.284728214,68.35,72.84,C,14.568,Yes,Yes,High School,High,8,5,5,Japan
S5756,Maria,Davis,student4756@university.com,Male,24,Engineering,78.68623,6.918401332,79.51,83.09,B,16.618,Yes,Yes,Master's,High,2,7.7,8,Australia
S5757,Maria,Smith,student4757@university.com,Male,23,Business,60.4025,6.401960784,59.07,65.3,B,13.06,No,Yes,Bachelor's,High,3,6.9,7,Australia
S5758,Sara,Johnson,student4758@university.com,Male,18,Business,47.99988,4.286407767,51.41,52.98,F,10.596,No,Yes,Bachelor's,Low,6,4,4,US
S5759,Liam,Williams,student4759@university.com,Male,22,Engineering,55.38624,4.674157303,56.93,58.24,A,11.648,No,Yes,High School,Low,4,6.7,7,France
S5760,John,Smith,student4760@university.com,Male,24,Engineering,67.14622,5.497254902,68.88,70.09,F,14.018,Yes,Yes,,High,9,6.1,6,US
S5761,John,Johnson,student4761@university.com,Female,23,CS,62.59475,5.962114537,63.07,67.67,C,13.534,No,Yes,High School,High,7,7.3,7,Japan
S5762,Maria,Williams,student4762@university.com,Male,21,Mathematics,75.91878,8.775925926,92.54,94.78,A,18.956,Yes,Yes,None,High,10,8.5,9,US
S5763,Maria,Brown,student4763@university.com,Male,22,CS,68.47008,7.311258278,72.35,77.28,F,15.456,Yes,Yes,Master's,High,9,5.3,5,Japan
S5764,Omar,Williams,student4764@university.com,Female,20,Business,71.43408,7.290322581,74.97,81.36,C,16.272,Yes,Yes,Bachelor's,High,7,7.4,7,Australia
S5765,Ali,Jones,student4765@university.com,Male,19,Engineering,82.57254,7.203924915,83.71,84.43,D,16.886,Yes,Yes,Bachelor's,High,6,4.8,5,Canada
